depth_max,largest_force_drop_size,curve_first_quarter_slope,force_mean,rsquared,filenames,marions_ylabels,popcorn,distances
2.4386714320729403,-0.023700360976939908,-0.5957118331375891,-1.5957742373920627,-0.3001815405996164,WS23_L2_T1_P_7.csv,ES-D,,64.0
-0.20378561384880534,-0.3904545777181108,0.28877055196172,1.9131722529348227,0.14138843669408316,WS23_L1_T1_P_14.csv,,,102.0
-0.03371534807425543,-0.2434111782270627,-0.5327982788814069,0.3001682048477331,0.5670620775083766,WS23_L3_T1_P_33.csv,,,
-0.11168824609797681,-0.7860431368011533,-0.29991066899098606,0.49256928550478096,0.8122190913656288,WS25_Aug5_Loc1A_T1_F3_0926.csv,,,
-0.27022593088312574,0.5804831399975028,-0.4130007997857981,0.19971176774446264,0.4294522861813372,WS23_L2_T2_P_3.csv,,,20.0
-0.43245433578335696,-0.4231391514346871,-0.5441203502912474,-0.7612070060422542,0.18000426561696198,WS23_L1_T1_P_9.csv,,,47.0
-1.2684943788849128,-0.21773987992088165,0.9705630316272703,0.7025286011108667,0.5793200993631269,WS25_Aug5_Loc1A_T1_F14_1024_A2.csv,,,
1.970548671390764,1.393282443929348,-0.6388883039129108,-1.6406733497109693,-1.5113510086834943,WS23_L3_T1_P_5.csv,ES-B,True,49.0
1.122830419044946,0.6124006208162694,-0.11624835186656836,0.6332355938536501,-2.0301101137293545,WS23_L3_T1_P_3.csv,ES-S,False,19.0
-1.4481349216897141,-0.9134997698342834,2.2892828964349947,0.7303570438965316,0.8624290891135925,WS25_Aug5_Loc1A_T1_F15_1026.csv,,,
-1.431028750219565,-0.9343829549225359,1.9329697786235167,0.4118115305583254,0.9160885111634313,WS25_Aug6_Loc1A_T1_F29_0706.csv,,,
0.7767970916484429,2.967378944469731,-0.6302597423174149,-1.3608046974344854,-1.7001239789332145,WS23_L3_T1_P_2.csv,ES-B,True,16.0
-0.4310642478962286,-0.5341933147593052,-0.05504231592183987,0.270549049914192,0.6849068637830189,WS25_Aug5_Loc1A_T1_F13_1012.csv,,,
-0.7216573399725623,1.6864200729397794,-0.42293321550999613,-0.4178261947070173,-1.3218287515127434,WS23_L2_T1_P_16.csv,ES-DB,,112.0
0.5392391621987086,-0.7574680112293617,-0.5426090014325271,-0.5584436463877487,0.5555432586989366,WS23_L2_T1_P_9.csv,ES-S,,72.0
-0.7525114070966676,-0.7346176067711697,-0.5848382618251591,-0.5636076698636465,0.222492600278475,WS25_Aug5_Loc1A_T1_F7_0952.csv,,,
0.5784617055025167,1.2553287381057814,-0.406828613138624,0.47544774598790385,0.4430671975671698,WS23_L2_T1_P_1.csv,LS,,0.0
-0.3694061273921059,-0.7277299761263871,0.10300852161957819,0.2308718137331197,0.1119729032811058,WS25_Aug6_Loc1A_T1_F26_0700.csv,,,
1.7254754413957647,-0.45665764424020266,-0.5877047799136349,0.2982505652416955,0.6303997742142966,WS25_Aug5_Loc1A_T1_F2_0919.csv,,,
2.039073384759516,-0.009827513652078866,-0.6368971017143614,-1.7536197309674915,0.46995625673950614,WS23_L1_T1_P_0.csv,,,0.0
-0.5178689847286959,-0.6774733311325328,-0.5705631912255724,-1.3593402164920247,0.19556375171336593,WS23_L3_T1_P_26.csv,,,
-0.3655388881802136,-0.633564264513117,-0.5370511849698391,-0.9329726711711426,-0.5433968401591509,WS25_Aug6_Loc1A_T1_F27_0702.csv,,,
-1.041021573831034,-0.6982426312098383,-0.6322298439907592,-0.7393942523918885,-0.15339889999060255,WS25_Aug5_Loc1A_T1_F11_1008.csv,,,
-0.2920039744479515,-0.6716818514044738,0.061671088200620804,1.1652364377317082,0.8855727544802142,WS23_L2_T1_P_14.csv,ES-S,,91.0
1.812864162240063,-0.11016576213575542,-0.5527168372025544,-0.6274855686515877,0.5817698035368586,WS23_L2_T1_P_3.csv,ES-D,,13.0
-1.0908543858435886,-0.983059033542088,0.7642685721266074,1.2773975042635939,0.8593198018216527,WS23_L3_T1_P_9.csv,F,False,187.0
-0.12662764565518447,-0.22394300659615468,0.5635799221637426,1.8198464864755224,0.057570774674417804,WS23_L3_T1_P_15.csv,ES-D,False,308.0
-0.5576858089916513,-0.8319371293947592,0.5555106189429346,1.5758738098544929,0.44949925765306636,WS23_L3_T1_P_11.csv,ES,False,229.0
-0.6991055543668417,-0.9798208588628486,0.08898060256099205,1.3736784157884525,0.8980020903316943,WS23_L1_T1_P_23.csv,,,
-0.047167574241126484,-0.533941148025013,-0.280806277250074,0.6468421269048148,0.8688510315544438,WS23_L1_T1_P_13.csv,,,96.0
-0.5501013718001297,-0.4851464581822923,0.21118322879024506,1.312859812349518,0.7424036458817002,WS23_L1_T1_P_4.csv,,,12.0
-0.15728018681048514,1.6348566896838175,0.03890235909718646,-0.39795374443005765,-2.6627038530542024,WS25_Aug5_Loc1A_T1_F4_0927.csv,,,
1.3508636722311054,1.5279121669436626,-0.5373712937910761,0.059877229420806526,-0.4063697131672504,WS25_Aug6_Loc1A_T1_F31_0711.csv,,,
-0.3158634723622807,-0.3440978369068945,-0.6289991326902953,-1.1490214472671398,-0.2640068386962722,WS23_L3_T1_P_25.csv,,,
0.5387919804868767,-0.19138690713087858,-0.5651138824225502,0.15427358965359583,0.1627370322911223,WS25_Aug6_Loc1A_T1_F21_0648_attempt2.csv,,,
0.7262434933240483,0.14719546142480427,-0.5118728413438026,-0.5072179470013397,0.565404696195386,WS23_L2_T1_P_4.csv,LS,,16.0
0.6400477473754652,2.1287045353904666,-0.41314211988538424,-0.945171397423769,-2.826654751408794,WS23_L3_T1_P_14.csv,ES-D,False,255.0
-1.4361095582217855,-0.9757240467997768,1.9298216159942516,1.204482763884006,0.8983765390932156,WS23_L2_T1_P_11.csv,ES-D,,87.0
0.6726199337082064,-0.4809958575805351,-0.39622712273192284,-0.012424602130685995,0.728096737792025,WS23_L1_T1_P_15.csv,,,107.0
-0.09614573962677936,-0.731400803611941,-0.6014992832492524,-1.2678112939091777,0.38242313543769946,WS23_L1_T1_P_5.csv,,,14.0
-1.4745510045223698,-0.9229543179374533,1.4205007400505751,0.1921679959544969,0.8905286863274876,WS25_Aug6_Loc1A_T1_F30_0709.csv,,,
0.07551761099617753,-0.6386591012824936,-0.6337078786515931,-1.4729399210817262,-0.27236140208774956,WS23_L3_T1_P_27.csv,,,
-1.315289591440443,-0.9777198882438728,1.5955845049257271,1.1226774530096992,0.7508530426011291,WS23_L2_T1_P_15.csv,ES-D,,95.0
1.562045235644966,-0.154302942543621,-0.5299762564765548,-0.7430642674120025,0.754075471830231,WS23_L2_T1_P_17.csv,ES-S,,116.0
