,depth,resistance
0,0.0,0.0
1,1.6177614370663323e-05,0.052068239523858334
2,3.2355228741326645e-05,0.16397352859873549
3,4.853284311198997e-05,0.4799113070507018
4,6.471045748265329e-05,0.8265438625485217
5,8.08880718533166e-05,1.0989839500232226
6,9.706568622397994e-05,1.4723927865994417
7,0.00011324330059464327,1.8019399674281296
8,0.00012942091496530658,1.916027911585981
9,0.0001455985293359699,2.0301158557438326
10,0.0001617761437066332,2.144203799901684
11,0.00017795375807729656,2.204489989856649
12,0.00019413137244795987,2.2404132438086464
13,0.0002103089868186232,2.288328670454981
14,0.00022648660118928653,2.4773213238314216
15,0.00024266421555994985,2.6879633633648696
16,0.00025884182993061316,2.8986054028983177
17,0.0002750194443012765,3.0619419277353686
18,0.0002911970586719398,3.177216883879437
19,0.0003073746730426031,3.518076372972075
20,0.0003235522874132664,3.9235681599426355
21,0.0003397299017839298,4.21418884726215
22,0.0003559075161545931,4.304094988985043
23,0.00037208513052525643,4.396258027210314
24,0.00038826274489591974,4.504219524630396
25,0.00040444035926658306,4.685174416915732
26,0.0004206179736372464,4.830334096562524
27,0.0004367955880079097,4.967209359320222
28,0.00045297320237857306,5.263452809367782
29,0.0004691508167492364,5.427394596385051
30,0.0004853284311198997,5.5950229505599784
31,0.000501506045490563,5.822656395734133
32,0.0005176836598612263,5.98498820676946
33,0.0005338612742318896,6.519275964087284
34,0.000550038888602553,6.851089828925979
35,0.0005662165029732163,6.954591380033215
36,0.0005823941173438796,7.041943444012093
37,0.0005985717317145429,7.12929550799097
38,0.0006147493460852062,7.2166475719698475
39,0.0006309269604558695,7.364527010835602
40,0.0006471045748265329,7.698184558282012
41,0.0006632821891971963,7.9737968174614515
42,0.0006794598035678596,8.135742600422168
43,0.0006956374179385229,8.301835193310087
44,0.0007118150323091862,8.467927786198006
45,0.0007279926466798495,8.63559930031051
46,0.0007441702610505129,8.992883823679508
47,0.0007603478754211762,9.463025060447944
48,0.0007765254897918395,9.557005241826413
49,0.0007927031041625028,9.621504235595003
50,0.0008088807185331661,9.686003229363592
51,0.0008250583329038294,9.78464113610108
52,0.0008412359472744928,9.91743093968994
53,0.0008574135616451561,10.124084748067897
54,0.0008735911760158194,10.239604164851668
55,0.0008897687903864827,10.355123581635437
56,0.0009059464047571461,10.453954605914191
57,0.0009221240191278094,10.450303743944506
58,0.0009383016334984728,11.311439160783625
59,0.0009544792478691361,11.373918001787294
60,0.0009706568622397994,11.69156706022656
61,0.0009868344766104627,11.983511216603647
62,0.001003012090981126,12.15616156669226
63,0.0010191897053517893,12.434914975089644
64,0.0010353673197224527,12.622435227996036
65,0.001051544934093116,12.826409267377322
66,0.0010677225484637793,13.03038330675861
67,0.0010839001628344426,13.183719977986053
68,0.001100077777205106,13.291635648805933
69,0.0011162553915757692,13.53588369089043
70,0.0011324330059464325,13.619565938454123
71,0.0011486106203170959,13.683232127515659
72,0.0011647882346877592,13.815868909928273
73,0.0011809658490584225,13.997642841988018
74,0.0011971434634290858,14.148361224019927
75,0.0012133210777997491,14.221206234083837
76,0.0012294986921704124,14.339687768347446
77,0.0012456763065410758,14.482984350398027
78,0.001261853920911739,14.670263175436888
79,0.0012780315352824024,14.772009938755417
80,0.0012942091496530657,14.78221070246412
81,0.0013103867640237292,15.077171662928246
82,0.0013265643783943926,15.20097728230322
83,0.0013427419927650559,15.221964580808823
84,0.0013589196071357192,15.242951879314425
85,0.0013750972215063825,15.417295220682542
86,0.0013912748358770458,15.707321214942315
87,0.0014074524502477091,15.808190485842744
88,0.0014236300646183724,15.86284073194663
89,0.0014398076789890358,15.917490978050514
90,0.001455985293359699,15.965615132128928
91,0.0014721629077303624,16.00313164302913
92,0.0014883405221010257,16.04064815392933
93,0.001504518136471689,16.07816466482953
94,0.0015206957508423523,16.170411180291293
95,0.0015368733652130157,16.276845236450505
96,0.001553050979583679,16.41940198551912
97,0.0015692285939543423,16.435144346735854
98,0.0015854062083250056,16.449546889458734
99,0.001601583822695669,16.54461950076901
100,0.0016177614370663322,16.629502750333042
101,0.0016339390514369956,16.68789785907922
102,0.0016501166658076589,16.72874353279157
103,0.0016662942801783222,16.857509643093127
104,0.0016824718945489855,16.87367121589516
105,0.0016986495089196488,16.88983278869719
106,0.0017148271232903121,16.95377056919814
107,0.0017310047376609755,17.052381298444004
108,0.0017471823520316388,17.256496860553085
109,0.001763359966402302,17.322889001739473
110,0.0017795375807729654,17.528630190921408
111,0.0017957151951436287,17.554774963454065
112,0.0018118928095142922,17.580919735986726
113,0.0018280704238849556,17.607064508519382
114,0.0018442480382556189,17.680456831224692
115,0.0018604256526262822,17.799239990842164
116,0.0018766032669969455,17.84567458212719
117,0.0018927808813676088,17.892109173412216
118,0.0019089584957382721,17.93854376469724
119,0.0019251361101089355,18.116451118720533
120,0.0019413137244795988,18.251663916281235
121,0.001957491338850262,18.250073809794433
122,0.0019736689532209254,18.24848370330763
123,0.0019898465675915887,18.24689359682083
124,0.002006024181962252,18.236952675606553
125,0.0020222017963329154,18.236655754677713
126,0.0020383794107035787,18.28628855738973
127,0.002054557025074242,18.335921360101754
128,0.0020707346394449053,18.385554162813776
129,0.0020869122538155686,18.41824689569
130,0.002103089868186232,18.445862525202095
131,0.0021192674825568952,18.47347815471419
132,0.0021354450969275586,18.501093784226285
133,0.002151622711298222,18.67630533019666
134,0.002167800325668885,18.889281633357513
135,0.0021839779400395485,19.102257936518367
136,0.002200155554410212,19.189792537021336
137,0.002216333168780875,19.242913423082243
138,0.0022325107831515385,19.296034309143153
