scenario,real_time_plot,extrude_speed_slider,extrude_angle_slider,extrude_length_slider,down_length_slider,down_speed_slider,delay_after_down,shear_length,shear_speed,delay_after_shear,back_speed,moving_speed,moving_step_angle,time_delay,variable1,variable3,search_start,search_end,ground_height,extrude_back_speed
leg,False,1.0,0.0,5.0,4.0,1.0,3.0,17.0,1.0,0.0,1.0,10.0,5.0,0.0,18.0,0.0,18.0,23.2,19.6,4.0
time,toeforce_x,toeforce_y,toeforce_x_loadcell,toeforce_yloadcell,toe_position_x,toe_position_y,toe_velocity_x,toe_velocity_y,position,position1,torque,torque1,theta command,length command,state flag,current
2.341005563735962,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3424813747406006,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3441219329833984,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3457260131835938,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.347210168838501,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.348484992980957,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.349761724472046,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.351227045059204,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3525185585021973,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.354018211364746,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3552908897399902,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3565499782562256,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3578715324401855,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.359142780303955,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3603901863098145,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.3616392612457275,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.362886905670166,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.05506962910294533,0.07448292523622513,0.0,0.0,0.0,0.0
2.364135503768921,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.3653807640075684,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.3666298389434814,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.3679091930389404,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.369174003601074,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.370647430419922,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.3719379901885986,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.0701557993888855,0.0891699343919754,0.0,0.0,0.0,0.0
2.373448371887207,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.06391756981611252,0.08293027430772781,0.0,0.0,0.0,0.0
2.375088691711426,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.06391756981611252,0.08293027430772781,0.0,0.0,0.0,0.0
2.376424789428711,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.06391756981611252,0.08293027430772781,0.0,0.0,0.0,0.0
2.377696990966797,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.06391756981611252,0.08293027430772781,0.0,0.0,0.0,0.0
2.37919020652771,-0.11812357604503632,-1.3435693979263306,0.0,0.0,-0.0002666303189471364,-0.16738007962703705,0.0,0.0,0.04199272406836943,0.07650729179579635,0.06391756981611252,0.08293027430772781,0.0,0.0,0.0,0.0
